X,Y,OBJECTID,COUNTY_NAME,ANA,MCN,LOCATION,PROP_CLASS,USED_AS_DESC,CovertFromBusinessCodes,SWIS,PARCEL_ADDR,PRINT_KEY,SBL,CITYTOWN_SWIS,LOC_ST_NBR,LOC_UNIT,LOC_ZIP,ROLL_SECTION,LAND_AV,TOTAL_AV,FULL_MARKET_VAL,YR_BLT,FRONT,DEPTH,SQ_FT,ACRES,SCHOOL_CODE,SCHOOL_NAME,SEWER_TYPE,SEWER_DESC,WATER_SUPPLY,WATER_DESC,UTILITIES,UTILITIES_DESC,BLDG_STYLE,BLDG_STYLE_DESC,HEAT_TYPE,HEAT_TYPE_DESC,FUEL_TYPE,FUEL_TYPE_DESC,SQFT_LIVING,GFA,NBR_KITCHENS,NBR_FULL_BATHS,NBR_BEDROOMS,USED_AS_CODE
-73.93942891,41.70576509,70307,Dutchess,"Poughkeepsie, City",Poughkeepsie,N Water St,421,Restaurant,Restaurants,131300,1 N Water St,6062-74-744166-0000,6.06E+17,131300,1,,126010000,1,52500,444700,444700,1940,0,0,0,0.32,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,4870,,,,C01
-73.93448264,41.70577437,70344,Dutchess,"Poughkeepsie, City",Poughkeepsie,Main St,421,Walk-up apt,Restaurants,131300,115 Main St,6062-76-840167-0000,6.06E+17,131300,115,,126010000,1,99000,589600,589600,1981,0,0,0,0.57,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,10635,,,,A01
-73.92755363,41.70395763,70945,Dutchess,"Poughkeepsie, City",Poughkeepsie,Main St,421,Restaurant,Restaurants,131300,Main St,6162-77-069102-0000,6.16E+17,131300,,,126010000,1,40000,333400,333400,1920,0,0,0,0.14,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,5570,,,,C01
-73.92654391,41.70530286,70968,Dutchess,"Poughkeepsie, City",Poughkeepsie,Mill St,421,Restaurant,Restaurants,131300,289 Mill St,6162-69-096151-0000,6.16E+17,131300,289,,126010000,1,85000,689700,689700,1910,0,0,0,0.48,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,9726,,,,C01
-73.92588858,41.70381885,70998,Dutchess,"Poughkeepsie, City",Poughkeepsie,Main St,421,Profssnl off,Restaurants,131300,319 Main St,6162-77-114098-0000,6.16E+17,131300,319,,126010000,1,138000,787860,787900,1955,0,0,0,1.13,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,10792,,,,E03
-73.93654442,41.71110257,72119,Dutchess,"Poughkeepsie, City",Poughkeepsie,Albany St,421,Restaurant,Restaurants,131300,40 Albany St,6062-67-823361-0000,6.06E+17,131300,40,,126010000,1,50000,560000,560000,2011,0,0,0,0.34,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,10514,,,,C01
-73.92332323,41.71091425,72661,Dutchess,"Poughkeepsie, City",Poughkeepsie,Garden St,421,Restaurant,Restaurants,131300,157 Garden St,6162-62-184355-0000,6.16E+17,131300,157,,126010000,1,44500,436900,436900,1870,0,0,0,0.07,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,7584,,,,C01
-73.91816707,41.70744931,72741,Dutchess,"Poughkeepsie, City",Poughkeepsie,Cottage St,421,Mini-Warehouse,Restaurants,131300,40 Cottage St,6162-71-324229-0000,6.16E+17,131300,40,,126010000,1,49000,423000,423000,1900,0,0,0,0.23,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,15880,,,,F10
-73.85405531,41.71751286,73236,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Dutchess Tpke,421,Restaurant,Restaurants,134689,1112 Dutchess Tpke,6362-01-074606-0000,6.36E+17,134600,1112,,126030000,1,264500,500000,505100,1900,0,0,0,0.96,134601,Arlington,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,5340,,,,C01
-73.87431925,41.65453523,74628,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Vassar Rd,421,Restaurant,Restaurants,134689,11 Vassar Rd,6260-04-535313-0000,6.26E+17,134600,11,,126030000,1,177000,405000,409100,1940,0,0,0,0.61,135601,Wappingers,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,4261,,,,C01
-73.8757981,41.65235786,74659,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Vassar Rd,421,Restaurant,Restaurants,134689,46 Vassar Rd,6260-03-495227-0000,6.26E+17,134600,46,,126030000,1,205500,290000,292900,1971,0,0,0,0.46,135601,Wappingers,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,2767,,,,C01
-73.8765612,41.66511823,74672,Dutchess,"Poughkeepsie, Town",Poughkeepsie,New Hackensack Rd,421,Nbhd tavern,Restaurants,134689,2186 New Hackensack Rd,6260-01-480676-0000,6.26E+17,134600,2186,,126030000,1,144500,285000,287900,1947,0,0,0,5.2,134601,Arlington,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,1860,,,,C06
-73.87399615,41.70162212,75807,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Dutchess Tpke,421,Restaurant,Restaurants,134689,779 Dutchess Tpke,6262-04-531025-0000,6.26E+17,134600,779,,126030000,1,310000,566000,571700,1900,0,0,0,2.2,134601,Arlington,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,3584,,,,C01
-73.90316863,41.69668358,76960,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Main St,421,Restaurant,Restaurants,134689,763 Main St,6161-07-738842-0000,6.16E+17,134600,763,,126030000,1,205500,400000,404000,1891,0,0,0,0.36,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,3059,,,,C01
-73.90066039,41.69585642,76987,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Main St,421,Restaurant,Restaurants,134689,796 Main St,6161-08-806808-0000,6.16E+17,134600,796,,126030000,1,204000,435000,439400,1916,0,0,0,0.34,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,5379,,,,C01
-73.89614948,41.69523018,77410,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Main St,421,Restaurant,Restaurants,134689,842 Main St,6161-08-930788-0000,6.16E+17,134600,842,,126030000,1,253500,905000,914100,1960,0,0,0,0.87,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,8846,,,,C01
-73.89779709,41.69619446,77419,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Main St,421,Restaurant,Restaurants,134689,825 Main St,6161-08-885821-0000,6.16E+17,134600,825,,126030000,1,240000,570000,575800,1969,0,0,0,0.75,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,4116,,,,C01
-73.89781581,41.69543095,77421,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Main St,421,Restaurant,Restaurants,134689,830 Main St,6161-08-888795-0000,6.16E+17,134600,830,,126030000,1,255000,760000,767700,2019,0,0,0,0.59,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,3123,,,,C01
-73.89719397,41.69184468,77504,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Fairmont Ave,421,Restaurant,Restaurants,134689,35 Fairmont Ave,6161-12-903666-0000,6.16E+17,134600,35,,126030000,1,98000,500000,505100,1955,0,0,0,0.08,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2665,,,,C01
-73.89901451,41.69191317,77636,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Collegeview Ave,421,Restaurant,Restaurants,134689,15 Collegeview Ave,6161-12-853668-0000,6.16E+17,134600,15,,126030000,1,107000,275000,277800,1972,0,0,0,0.34,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,5646,,,,C01
-73.93031227,41.66886773,78393,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,421,Restaurant,Restaurants,134689,2629 South Rd,6160-01-005822-0000,6.16E+17,134600,2629,,126010000,1,382000,880000,888900,1979,0,0,0,1.66,134602,Spackenkill,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,5589,,,,C01
-73.92838484,41.64884927,80868,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,421,Restaurant,Restaurants,134689,2345 South Rd,6160-03-055096-0000,6.16E+17,134600,2345,,126010000,1,750000,1500000,1515200,2017,0,0,0,4.4,134602,Spackenkill,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,10767,,,,C01
-73.92632679,41.64750425,80955,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,421,Restaurant,Restaurants,134689,South Rd,6160-03-111047-0000,6.16E+17,134600,,,126010000,1,865000,2586000,2612100,2016,0,0,0,3.3,134602,Spackenkill,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,14049,,,,C01
-73.92202094,41.64322123,80981,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,421,Restaurant,Restaurants,134689,2255 South Rd,6159-01-232892-0000,6.16E+17,134600,2255,,126010000,1,565500,1326000,1339400,1985,0,0,0,1.77,134602,Spackenkill,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,8470,,,,C01
-73.92145251,41.64292021,80982,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,421,Restaurant,Restaurants,134689,2245 South Rd,6159-01-249880-0000,6.16E+17,134600,2245,,126010000,1,431500,1000000,1010100,1964,0,0,0,0.91,134602,Spackenkill,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,10494,,,,C01
-73.9289839,41.66312245,81873,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,421,Restaurant,Restaurants,134689,2550 South Rd,6160-01-041616-0000,6.16E+17,134600,2550,,126010000,1,597000,1384500,1398500,1970,0,0,0,1.96,134602,Spackenkill,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,5000,,,,C01
-73.93383777,41.71548588,81896,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Delafield St,421,Restaurant,Restaurants,134689,120 Delafield St,6062-02-891514-0000,6.06E+17,134600,120,,126010000,1,400000,1320500,1333800,2002,0,0,0,1.58,133201,Hyde Park,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,7401,,,,C01
-73.89335752,41.7230917,83059,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Salt Point Tpke,421,Dstr wrhouse,Restaurants,134689,Salt Point Tpke,6262-01-001806-0000,6.26E+17,134600,,,126030000,1,124000,260000,262600,1952,0,0,0,2.03,133201,Hyde Park,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,8792,,,,F03
-73.91661952,41.62625781,84330,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,421,Restaurant,Restaurants,134689,1998 South Rd,6159-03-382273-0000,6.16E+17,134600,1998,,126010000,1,400000,875500,884300,1960,0,0,0,1.97,135601,Wappingers,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,6462,,,,C01
-73.91528949,41.62899798,84337,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,421,Restaurant,Restaurants,134689,2044 South Rd,6159-03-418375-0000,6.16E+17,134600,2044,,126010000,1,865000,1838000,1856600,1993,0,0,0,3.16,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,9435,,,,C01
-73.91213626,41.61206292,85170,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,421,Restaurant,Restaurants,134689,1794 South Rd,6158-02-505756-0000,6.16E+17,134600,1794,,125900000,1,347000,1618000,1634300,2004,0,0,0,1.03,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,8550,,,,C01
-73.85324178,42.01598747,85910,Dutchess,Red Hook,Red Hook,Albany Post Rd,421,Nbhd tavern,Restaurants,134889,7909 Albany Post Rd,6373-00-035480-0000,6.37E+17,134800,7909,,125710000,1,105200,255100,255100,1990,0,0,0,1.26,134801,Red Hook,2,Private,2,Private,4,Gas & elec,,,,,,,,3590,,,,C06
-73.89786832,42.05636846,86341,Dutchess,Red Hook,Red Hook,Route 9G,421,Nbhd tavern,Restaurants,134889,5084 Route 9G,6174-00-813944-0000,6.17E+17,134800,5084,,125830000,1,100000,325000,325000,1985,0,0,0,1,134801,Red Hook,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,1800,,,,C06
-73.88312623,41.98080232,87455,Dutchess,Red Hook,Red Hook,S Broadway,421,Restaurant,Restaurants,134889,7249 S Broadway,6272-17-230195-0000,6.27E+17,134800,7249,,125710000,1,193000,689800,689800,,0,0,0,0.93,134801,Red Hook,,,,,,,,,,,,,,5202,,,,C01
-73.88351884,41.97079446,87521,Dutchess,Red Hook,Red Hook,Albany Post Rd,421,Restaurant,Restaurants,134889,7100 Albany Post Rd,6271-00-223830-0000,6.27E+17,134800,7100,,125720000,1,102000,344600,344600,1963,0,0,0,1.1,134801,Red Hook,2,Private,2,Private,4,Gas & elec,,,,,,,,4549,,,,C01
-73.876364,41.99468059,88989,Dutchess,"Red Hook, Village",Red Hook,S Broadway,421,Row retail,Restaurants,134801,S Broadway,6272-10-413702-0000,6.27E+17,134800,,,125710000,1,33200,239200,239200,1967,0,0,0,0.13,134801,Red Hook,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,3292,,,,D10
-73.87416035,41.99463599,89045,Dutchess,"Red Hook, Village",Red Hook,E Market St,421,Restaurant,Restaurants,134801,28 E Market St,6272-10-472702-0000,6.27E+17,134800,28,,125710000,1,50700,271100,271100,1953,0,0,0,0.16,134801,Red Hook,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,2970,,,,C01
-73.87100785,41.99481943,89107,Dutchess,"Red Hook, Village",Red Hook,E Market St,421,External apt,Restaurants,134801,E Market St,6272-11-557709-0000,6.27E+17,134800,,,125710000,1,51400,220000,220000,1964,0,0,0,0.17,134801,Red Hook,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,3408,,,,A07
-73.87275023,41.99881771,89177,Dutchess,"Red Hook, Village",Red Hook,N Broadway,421,Restaurant,Restaurants,134801,7588 N Broadway,6272-07-506847-0000,6.27E+17,134800,7588,,125710000,1,60000,257500,257500,1975,0,0,0,0.29,134801,Red Hook,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,1959,,,,C01
-73.90896329,41.89105492,91687,Dutchess,Rhinebeck,Rhinebeck,Route 9,421,Restaurant,Restaurants,135089,5856 Route 9,6168-00-540918-0000,6.17E+17,135000,5856,,125720000,1,105000,291000,291000,1920,0,0,0,2,135001,Rhinebeck,2,Private,2,Private,3,Electric,,,,,,,,4623,,,,C01
-73.91211189,41.92629602,92142,Dutchess,"Rhinebeck, Village",Rhinebeck,Mill St,421,Restaurant,Restaurants,135001,6380 Mill St,6170-18-453205-0000,6.17E+17,135000,6380,,125720000,1,303800,731900,731900,1800,0,0,0,0.18,135001,Rhinebeck,2,Private,3,Comm/public,3,Electric,,,,,,,,3197,,,,C01
-73.91233948,41.92830183,92612,Dutchess,"Rhinebeck, Village",Rhinebeck,Montgomery St,421,Restaurant,Restaurants,135001,6426 Montgomery St,6170-14-445278-0000,6.17E+17,135000,6426,,125720000,1,264300,1120800,1120800,1900,0,0,0,0.34,135001,Rhinebeck,3,Comm/public,3,Comm/public,3,Electric,,,,,,,,4490,,,,C01
-73.91319123,41.9273899,92864,Dutchess,"Rhinebeck, Village",Rhinebeck,Garden St,421,Restaurant,Restaurants,135001,5 Garden St,6170-18-424245-0000,6.17E+17,135000,5,,125720000,1,245000,1691400,1691400,1890,0,0,0,0.23,135001,Rhinebeck,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,11670,,,,C01
-73.69215779,41.87578023,94737,Dutchess,Stanford,Stanford,Hunns Lake Rd,421,Row storage,Restaurants,135200,97 Hunns Lake Rd,6768-03-452401-0000,6.77E+17,135200,97,,125810000,1,55000,586600,586600,1900,0,0,0,1.01,134201,Pine Plains,2,Private,2,Private,3,Electric,,,,,,,,7228,,,,F05
-73.69154926,41.87459803,94776,Dutchess,Stanford,Stanford,Hunns Lake Rd,421,Restaurant,Restaurants,135200,108 Hunns Lake Rd,6768-03-468355-0000,6.77E+17,135200,108,,125810000,1,91000,928500,928500,1950,0,0,0,3.6,134201,Pine Plains,2,Private,2,Private,4,Gas & elec,,,,,,,,8090,,,,C01
-73.6949103,41.88177631,94808,Dutchess,Stanford,Stanford,Route 82,421,Restaurant,Restaurants,135200,6270 Route 82,6768-01-378618-0000,6.77E+17,135200,6270,,125810000,1,45200,306800,306800,1960,0,0,0,0.52,134201,Pine Plains,2,Private,2,Private,3,Electric,,,,,,,,3437,,,,C01
-73.91336304,41.55468059,97998,Dutchess,Wappinger,Wappinger,Osborne Hill Rd,421,Restaurant,Restaurants,135689,Osborne Hill Rd,6156-01-485668-0000,6.16E+17,135600,,,125240000,1,250000,806000,814100,1925,0,0,0,2.56,135601,Wappingers,2,Private,2,Private,4,Gas & elec,8,Old style,3,Hot wtr/stm,4,Oil,1064,3104,1,2,3,C01
-73.89860983,41.6055469,99340,Dutchess,Wappinger,Wappinger,Widmer Rd,421,Restaurant,Restaurants,135689,70 Widmer Rd,6158-02-880530-0000,6.16E+17,135600,70,,125900000,1,800000,2704000,2731300,,0,0,0,4.68,135601,Wappingers,2,Private,2,Private,4,Gas & elec,,,,,,,,14900,,,,C01
-73.90805805,41.59239132,99958,Dutchess,Wappinger,Wappinger,Route 9,421,Restaurant,Restaurants,135689,1510 Route 9,6158-04-623038-0000,6.16E+17,135600,1510,,125900000,1,600000,1612000,1628300,,0,0,0,1.76,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,6100,,,,C01
-73.90960234,41.59269205,99979,Dutchess,Wappinger,Wappinger,Route 9,421,Diner,Restaurants,135689,1515 Route 9,6158-04-572057-0000,6.16E+17,135600,1515,,125900000,1,430000,728000,735400,1987,0,0,0,0.94,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,3284,,,,C02
-73.90795071,41.5763459,100585,Dutchess,Wappinger,Wappinger,Old Post Rd,421,Restaurant,Restaurants,135689,114 Old Post Rd,6157-04-623465-0000,6.16E+17,135600,114,,125900000,1,350000,780000,787900,1953,0,0,0,1.9,135601,Wappingers,2,Private,2,Private,4,Gas & elec,,,,,,,,3647,,,,C01
-73.90915643,41.58264191,100771,Dutchess,Wappinger,Wappinger,Route 9,421,Restaurant,Restaurants,135689,Route 9,6157-02-594684-0000,6.16E+17,135600,,,125900000,1,500000,1200000,1212100,,0,0,0,0.61,135601,Wappingers,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,3942,,,,C01
-73.90576871,41.56310923,101884,Dutchess,Wappinger,Wappinger,Route 9,421,Restaurant,Restaurants,135689,1099 Route 9,6156-02-690971-0000,6.16E+17,135600,1099,,125240000,1,400000,750000,757600,1960,0,0,0,2.74,135601,Wappingers,2,Private,2,Private,4,Gas & elec,,,,,,,,5442,,,,C01
-73.85003356,41.56233888,106075,Dutchess,Wappinger,Wappinger,Route 82,421,Restaurant,Restaurants,135689,337 Route 82,6356-01-212951-0000,6.36E+17,135600,337,,125330000,1,180000,442000,446500,,0,0,0,0.79,135601,Wappingers,2,Private,2,Private,4,Gas & elec,,,,,,,,1607,,,,C01
-73.90860387,41.59406323,106243,Dutchess,Wappingers Falls,Wappinger,Route 9,421,Restaurant,Restaurants,135601,1536 Route 9,6158-19-605101-0000,6.16E+17,135600,1536,,125900000,1,600000,1144000,1155600,,0,0,0,1.73,135601,Wappingers,2,Private,2,Private,4,Gas & elec,,,,,,,,5600,,,,C01
-73.91188587,41.59857099,106875,Dutchess,Wappingers Falls,Wappinger,Route 9,421,Restaurant,Restaurants,135601,1605 Route 9,6158-15-517261-0000,6.16E+17,135600,1605,,125900000,1,300000,686400,693300,,0,0,0,0.48,135601,Wappingers,2,Private,2,Private,4,Gas & elec,,,,,,,,4136,,,,C01
-73.91141936,41.59719878,106912,Dutchess,Wappingers Falls,Wappinger,Route 9,421,Drive-in,Restaurants,135601,1585 Route 9,6158-19-530214-0000,6.16E+17,135600,1585,,125900000,1,175000,416000,420200,,0,0,0,0.17,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,301,,,,C04
-73.92046702,41.60640463,107144,Dutchess,Wappingers Falls,Poughkeepsie,W Main St,421,Restaurant,Restaurants,134601,2778 W Main St,6158-10-277546-0000,6.16E+17,134600,2778,,125900000,1,103500,745000,752500,1946,0,0,0,1.29,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,1,Ranch,3,Hot wtr/stm,4,Oil,1176,8692,1,1,1,C01
-73.92044179,41.60210585,107246,Dutchess,Wappingers Falls,Poughkeepsie,W Main St,421,Restaurant,Restaurants,134601,2710 W Main St,6158-14-282391-0000,6.16E+17,134600,2710,,125900000,1,75000,394000,398000,1986,0,0,0,0.21,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,4885,,,,C01
-73.9197399,41.59866192,107392,Dutchess,Wappingers Falls,Wappinger,E Main St,421,Restaurant,Restaurants,135601,2667 E Main St,6158-14-302265-0000,6.16E+17,135600,2667,,125900000,1,60000,110000,111100,1920,0,0,0,0.06,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,887,,,,C01
-73.62371674,41.82110628,109257,Dutchess,Washington,Washington,Route 44,421,,Restaurants,135889,4258 Route 44,6966-00-333432-0000,6.97E+17,135800,4258,,125450000,1,76100,906400,934400,1962,0,0,0,1.9,135801,Millbrook,,,,,4,Gas & elec,,,,,,,,10689,,,,
-73.97128708,41.50554683,4280,Dutchess,Beacon,Beacon,Main St,423,Small retail,"Snack bars, drive-ins, ice cream bars",130200,303 Main St,5954-36-905866-0000,5.95E+17,130200,303,,125080000,1,100000,400000,408200,1955,0,0,0,0.06,130200,Beacon,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2369,,,,D08
-73.83446475,41.57138087,24044,Dutchess,East Fishkill,East Fishkill,Route 82,423,Drive-in,"Snack bars, drive-ins, ice cream bars",132800,550 Route 82,6357-04-642289-0000,6.36E+17,132800,550,,125330000,1,84000,280000,285700,1960,0,0,0,2.34,135601,Wappingers,2,Private,2,Private,4,Gas & elec,,,,,,,,600,,,,C04
-73.91873186,41.52672528,31694,Dutchess,Fishkill,Fishkill,Route 52,423,Fast food,"Snack bars, drive-ins, ice cream bars",133089,847 Route 52,6155-01-350647-0000,6.16E+17,133000,847,,125240000,1,85000,124800,126100,1960,0,0,0,0.23,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,504,,,,C03
-73.9152376,41.78896471,40591,Dutchess,Hyde Park,Hyde Park,Route 9G,423,Sm food mkt,"Snack bars, drive-ins, ice cream bars",133200,1115 Route 9G,6165-03-391200-0000,6.17E+17,133200,1115,,125380000,1,126000,351000,675000,1972,0,0,0,0.99,133201,Hyde Park,2,Private,2,Private,3,Electric,,,,,,,,2908,,,,D09
-73.9089801,41.77137352,41398,Dutchess,Hyde Park,Hyde Park,Violet Ave,423,Drive-in,"Snack bars, drive-ins, ice cream bars",133200,864 Violet Ave,6164-02-561561-0000,6.16E+17,133200,864,,125380000,1,82800,109000,209600,1957,0,0,0,0.32,133201,Hyde Park,2,Private,2,Private,3,Electric,,,,,,,,696,,,,C04
-73.86260231,41.6928418,50023,Dutchess,La Grange,La Grange,Overlook Rd,423,Fast food,"Snack bars, drive-ins, ice cream bars",133400,141 Overlook Rd,6261-02-845706-0000,6.26E+17,133400,141,,126030000,1,55400,250000,255100,1993,0,0,0,0.47,134601,Arlington,2,Private,2,Private,4,Gas & elec,,,,,,,,1224,,,,C03
-73.54075782,41.91335694,54657,Dutchess,North East,North East,Route 22,423,Diner,"Snack bars, drive-ins, ice cream bars",133889,5523 Route 22,7169-00-558814-0000,7.17E+17,133800,5523,,125460000,1,54700,275100,275100,1953,0,0,0,1.25,133801,Northeast,2,Private,2,Private,4,Gas & elec,,,,,,,,2509,,,,C02
-73.58637752,41.5326547,58587,Dutchess,Pawling,Pawling,Route 22,423,,"Snack bars, drive-ins, ice cream bars",134089,Route 22,7055-00-440895-0000,7.06E+17,134000,,,125640000,1,196700,449900,957200,1935,0,0,0,44.79,134001,Pawling,2,Private,3,Comm/public,3,Electric,4,Cape cod,3,Hot wtr/stm,4,Oil,1960,,1,1,2,
-73.92883729,41.70898901,71699,Dutchess,"Poughkeepsie, City",Poughkeepsie,Washington St,423,Sm food mkt,"Snack bars, drive-ins, ice cream bars",131300,83 Washington St,6162-61-034284-0000,6.16E+17,131300,83,,126010000,1,62000,160500,160500,1955,0,0,0,0.26,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,1305,,,,D09
-73.90339372,41.69615916,76947,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Main St,423,Fast food,"Snack bars, drive-ins, ice cream bars",134689,764 Main St,6161-07-732822-0000,6.16E+17,134600,764,,126030000,1,126500,485000,489900,2000,0,0,0,0.12,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,1720,,,,C03
-73.92941194,41.66507088,81878,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,423,Fast food,"Snack bars, drive-ins, ice cream bars",134689,2580 South Rd,6160-01-028685-0000,6.16E+17,134600,2580,,126010000,1,207000,391000,394900,2000,0,0,0,0.49,134602,Spackenkill,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,1832,,,,C03
-73.89837098,41.95064419,90417,Dutchess,Rhinebeck,Rhinebeck,Route 9,423,Fast food,"Snack bars, drive-ins, ice cream bars",135089,Route 9,6171-00-819095-0000,6.17E+17,135000,,,125720000,1,236200,438900,438900,1995,0,0,0,1.18,135001,Rhinebeck,2,Private,2,Private,3,Electric,,,,,,,,1120,,,,C03